timestamp,open,high,low,close,volume
2019-08-13,143.1700,143.2850,139.3500,141.7800,29800495
2019-08-12,141.6700,143.3800,141.6400,142.6300,14757700
2019-08-09,141.2800,142.0300,140.9600,141.2600,9485900
2019-08-08,140.9000,142.3700,140.7100,141.7300,13108600
2019-08-07,141.2800,142.4700,140.8800,141.0200,26671100
2019-08-06,138.3300,139.0300,138.0100,138.9100,9471200
2019-08-05,137.9300,138.6400,137.0500,137.7900,17519800
2019-08-02,135.3900,136.6000,135.3700,135.8900,13753200
2019-08-01,132.4200,136.4300,132.3100,136.4100,27719800
2019-07-31,135.0300,135.4200,133.0200,133.2100,18797200
2019-07-30,134.7600,135.1800,134.4100,134.9800,9458700
2019-07-29,134.0600,134.7300,133.4400,134.5300,9162400
2019-07-26,134.2400,134.2900,133.5900,133.6400,6249900
2019-07-25,134.2400,134.2800,133.0900,133.4200,11708200
2019-07-24,134.5900,134.8400,133.9800,134.3700,6715200
2019-07-23,134.4300,134.9500,133.5600,133.6900,9981400
2019-07-22,134.5600,134.8200,134.3200,134.4500,7570400
2019-07-19,135.4500,136.0300,133.9700,134.4700,18079200
2019-07-18,133.8300,136.6300,133.6100,136.4800,18466500
2019-07-17,133.0000,134.6000,132.8900,134.5800,11288300
2019-07-16,133.1800,133.3000,132.1300,132.4000,7966000
2019-07-15,133.1800,133.5300,132.8100,133.5300,4026600
2019-07-12,132.8900,133.6900,132.5300,133.5300,6309500
2019-07-11,133.5800,133.7000,132.4100,132.7000,7535100
2019-07-10,132.9400,133.8700,132.3500,133.8300,13920600
2019-07-09,131.4300,132.1000,131.1600,131.7500,6633400
2019-07-08,132.1800,132.3400,131.2800,131.2900,8028900
2019-07-05,131.4600,132.3200,130.8100,132.1400,11536600
2019-07-03,133.6100,134.1000,133.2300,133.6300,6351500
2019-07-02,131.2700,133.6300,131.1600,133.4100,13282100
2019-07-01,131.5600,131.7600,130.5500,130.6200,13369800
2019-06-28,133.0500,133.3400,132.6100,133.2000,8077000
2019-06-27,132.3800,132.9700,132.2600,132.8400,8412800
2019-06-26,132.9900,133.5500,132.4100,132.9700,12016400
2019-06-25,134.9000,135.5500,133.2100,134.2000,24772200
2019-06-24,132.7700,134.0400,132.5800,133.9400,17851800
2019-06-21,131.7700,132.1700,131.0700,131.9800,15068000
2019-06-20,130.4100,131.4900,130.1900,131.1100,18636300
2019-06-19,126.7700,127.9900,126.7000,127.8900,11660600
2019-06-18,127.5800,127.7500,126.3900,127.1200,10309600
2019-06-17,126.7000,126.7700,126.1700,126.4800,4763300
2019-06-14,127.2100,127.6300,126.2600,126.5600,9226100
2019-06-13,126.0300,126.7700,125.9600,126.6000,5374800
2019-06-12,125.6000,126.2000,125.5600,125.8300,5756200
2019-06-11,124.9400,125.4000,124.8800,125.1800,4757800
2019-06-10,125.4600,125.5300,125.0700,125.3300,5410000
2019-06-07,126.7900,127.2500,126.3200,126.5900,8145900
2019-06-06,125.9300,126.4500,125.8000,125.8800,5551800
2019-06-05,126.1800,126.3700,125.2400,125.4700,7637900
2019-06-04,124.8800,125.4200,124.6100,125.1500,7997100
2019-06-03,124.0900,125.3400,123.9000,125.1100,14173600
2019-05-31,122.5500,123.4000,122.3200,123.3300,15367000
2019-05-30,120.9600,121.6900,120.8000,121.6900,7757000
2019-05-29,121.1100,121.2600,120.7500,120.8700,4133200
2019-05-28,120.8000,120.8400,120.4600,120.8300,4303500
2019-05-24,121.1300,121.3100,120.8900,121.3000,2324700
2019-05-23,120.8200,121.5200,120.7700,121.1700,6054600
2019-05-22,120.3500,120.5000,120.1900,120.2400,3741800
2019-05-21,120.0800,120.3600,119.8300,120.3600,3845600
2019-05-20,120.5100,120.7400,120.4200,120.6400,4345800
2019-05-17,121.0300,121.0600,120.3300,120.6500,6589300
2019-05-16,122.0300,122.0700,121.1900,121.5100,6349400
2019-05-15,122.7100,122.7700,122.2200,122.3900,10299000
2019-05-14,122.6000,122.6600,122.1200,122.4600,5556000
2019-05-13,122.6300,122.8500,122.3300,122.6700,11130900
2019-05-10,121.4100,121.7300,121.3000,121.4300,4586000
2019-05-09,120.9600,121.6200,120.8600,121.2000,5015500
2019-05-08,121.5400,121.5400,120.7700,120.9100,4178800
2019-05-07,121.0200,121.4200,120.9100,121.2100,4010700
2019-05-06,120.6100,121.1200,120.5400,120.8100,3479600
2019-05-03,120.5600,121.0800,120.4800,120.6500,8414400
2019-05-02,119.6900,120.1100,119.5400,119.9400,6759600
2019-05-01,121.0300,121.5500,120.1800,120.4000,12331800
2019-04-30,120.8900,121.3600,120.8500,121.2000,4758600
2019-04-29,120.8800,120.9100,120.6700,120.8300,4469300
2019-04-26,121.2600,121.6700,121.2200,121.3700,6022700
2019-04-25,120.7200,121.1000,120.5000,120.5700,4836900
2019-04-24,120.0600,120.7200,120.0400,120.4700,4173000
2019-04-23,119.6700,120.2000,119.5500,120.1200,5574800
2019-04-22,120.4600,120.5000,120.2700,120.3700,2250900
2019-04-18,120.2400,120.5400,120.1500,120.3700,4090400
2019-04-17,120.4600,120.5100,120.2000,120.2800,4693900
2019-04-16,120.3800,120.6300,120.1900,120.5100,10097800
2019-04-15,121.2000,121.8200,121.1000,121.6000,4252400
2019-04-12,121.9600,122.3100,121.8000,121.8300,5272800
2019-04-11,122.5400,122.7500,121.7900,121.9500,11694500
2019-04-10,123.2200,123.7700,123.1900,123.5300,6344800
2019-04-09,123.2600,123.3500,123.0300,123.1500,4648400
2019-04-08,122.9700,123.0200,122.4000,122.5100,4270800
2019-04-05,121.8800,122.1300,121.6600,121.9800,5114500
2019-04-04,121.1000,122.2400,120.9600,122.1100,7508400
2019-04-03,121.7300,122.0100,121.6800,121.8000,6152200
2019-04-02,121.7200,122.0100,121.6800,121.9800,4475000
2019-04-01,122.4000,122.4300,121.4600,121.5300,13560000
2019-03-29,122.6400,122.7500,122.0100,122.0100,7093900
2019-03-28,122.2800,122.3600,121.7100,121.9000,11878300
2019-03-27,124.3500,124.3800,123.5600,123.6500,6595000
2019-03-26,124.4800,124.5100,124.0700,124.3000,5056100
2019-03-25,124.5600,125.1100,124.4800,124.9200,7288300
2019-03-22,123.9300,124.2200,123.7300,123.9700,5874000
