timestamp,open,high,low,close,volume
2019-08-13,287.7400,294.1500,287.3600,292.5500,86171702
2019-08-12,289.9600,291.6100,287.0200,288.0700,62629500
2019-08-09,292.5800,293.2400,289.6500,291.6200,93730000
2019-08-08,289.6200,293.6200,289.0100,293.6200,87713900
2019-08-07,284.4000,288.8200,282.0400,287.9700,140572300
2019-08-06,285.9100,288.0400,284.2800,287.8000,120711700
2019-08-05,288.0900,288.2100,281.7200,283.8200,178745400
2019-08-02,293.8500,294.1200,290.9000,292.6200,116749700
2019-08-01,297.6000,300.8700,293.9600,294.8400,142646600
2019-07-31,300.9900,301.2000,295.2000,297.4300,104245200
2019-07-30,299.9100,301.1700,299.4900,300.7200,45849000
2019-07-29,301.8800,302.0100,300.8500,301.4600,38126500
2019-07-26,300.7600,302.2300,300.6200,302.0100,45084100
2019-07-25,300.9400,301.0000,299.1100,300.0000,55394100
2019-07-24,299.1900,301.4400,299.0900,301.4400,47213200
2019-07-23,299.1400,300.0300,298.2200,300.0300,44564500
2019-07-22,297.6100,298.5000,297.0400,297.9000,43638100
2019-07-19,300.0400,300.0700,296.9800,297.1700,58678600
2019-07-18,297.1900,299.2500,296.7000,298.8300,51392600
2019-07-17,299.7500,299.9300,297.7400,297.7400,36036300
2019-07-16,300.6500,300.8800,299.4400,299.7800,36650100
2019-07-15,301.1300,301.1300,300.1900,300.7500,33900000
2019-07-12,299.8500,300.7300,299.5100,300.6500,40326000
2019-07-11,299.3200,299.5800,298.2000,299.3100,50826100
2019-07-10,298.3700,299.6600,297.7800,298.6100,58448500
2019-07-09,295.5400,297.5200,295.4800,297.1900,41101300
2019-07-08,297.0100,298.2600,296.2200,296.8200,45841800
2019-07-05,297.4400,298.6400,296.0100,298.4600,51677300
2019-07-03,297.1800,298.8200,297.0200,298.8000,40898900
2019-07-02,295.6100,296.4900,294.6800,296.4300,61504500
2019-07-01,296.6800,296.9200,294.3300,295.6600,79107500
2019-06-28,292.5800,293.5500,292.0100,293.0000,59350900
2019-06-27,291.3100,292.0600,290.8900,291.5000,40355200
2019-06-26,291.7500,292.3100,290.3500,290.4700,51584900
2019-06-25,293.7000,293.7300,290.6400,290.7600,82028700
2019-06-24,294.2300,294.5800,293.4700,293.6400,47582700
2019-06-21,294.1300,295.5200,293.7600,294.0000,83309500
2019-06-20,296.0400,296.3100,293.1300,295.8600,116570000
2019-06-19,292.5500,293.6500,291.4700,293.0600,78674400
2019-06-18,291.3900,293.5700,290.9900,292.4000,85434800
2019-06-17,289.5200,290.2200,289.1800,289.3700,39205700
2019-06-14,289.2600,289.9300,288.4100,289.2600,52324700
2019-06-13,289.4000,289.9800,288.6200,289.5800,48945200
2019-06-12,288.6400,289.2600,287.8200,288.3900,47096300
2019-06-11,290.9900,291.4000,288.1800,288.9000,58641300
2019-06-10,289.3700,290.8200,288.8700,288.9700,60799100
2019-06-07,285.9300,288.8500,285.7400,287.6500,74272200
2019-06-06,283.2900,285.5500,282.5700,284.8000,69430400
2019-06-05,282.3300,282.9900,280.3200,282.9600,71169700
2019-06-04,277.1200,280.6800,276.6200,280.5300,77231900
2019-06-03,275.3100,276.5500,273.0900,274.5700,96428000
2019-05-31,276.2000,277.1200,275.2400,275.2700,86862800
2019-05-30,279.1100,280.0400,277.8100,279.0300,62523800
2019-05-29,278.9100,279.3600,276.7100,278.2700,104972900
2019-05-28,283.0900,284.1500,280.1300,280.1500,70029400
2019-05-24,283.7400,284.2000,282.0900,282.7800,55268100
2019-05-23,283.1600,283.2100,280.5700,282.1400,98733800
2019-05-22,285.4500,286.6900,285.1000,285.6300,49482500
2019-05-21,285.8300,286.9300,285.5500,286.5100,46847100
2019-05-20,284.0600,285.9600,283.1200,283.9500,62877600
2019-05-17,285.1400,288.6000,285.1200,285.8400,100353000
2019-05-16,285.8400,289.2100,285.7600,287.7000,76749600
2019-05-15,281.5900,285.7700,281.3600,285.0600,73956400
