timestamp,open,high,low,close,volume
2019-04-22,13.2100,13.3600,12.3800,12.4200,0
2019-04-18,12.8000,13.1200,12.0200,12.0900,0
2019-04-17,12.1200,13.0200,11.0300,12.6000,0
2019-04-16,12.2600,12.4700,11.8500,12.1800,0
2019-04-15,12.4600,13.1400,12.2400,12.3200,0
2019-04-12,12.9600,12.9600,11.9500,12.0100,0
2019-04-11,13.3700,13.5800,12.9100,13.0200,0
2019-04-10,14.0900,14.2900,13.2700,13.3000,0
2019-04-09,13.4600,14.3900,13.3100,14.2800,0
2019-04-08,13.5500,13.7700,13.1000,13.1800,0
2019-04-05,13.4600,13.4700,12.1700,12.8200,0
2019-04-04,13.8400,14.0300,13.4000,13.5800,0
2019-04-03,13.0600,14.2700,12.8500,13.7400,0
2019-04-02,13.6200,13.6800,13.1300,13.3600,0
2019-04-01,13.9000,14.0100,13.3200,13.4000,0
2019-03-29,14.1900,14.4300,13.6400,13.7100,0
2019-03-28,15.3800,15.6200,14.4100,14.4300,0
2019-03-27,14.5200,16.7100,14.5100,15.1500,0
2019-03-26,16.2200,16.3000,14.6700,14.6800,0
2019-03-25,17.7600,17.8500,16.2600,16.3300,0
2019-03-22,13.7700,17.5200,13.6200,16.4800,0
